"year","x1","x2","incumbent","Dem_vote","Rep_vote","Dem_pct","contested"
1896,23,2,-9,25061,26557,0.485508930993064,TRUE
1896,23,3,-9,24466,24041,0.504380811016967,TRUE
1896,23,4,-9,22994,26518,0.464412667636129,TRUE
1896,23,5,-9,22155,26819,0.452382897047413,TRUE
1896,23,6,-9,23474,26889,0.466096142009015,TRUE
1896,23,7,-9,18267,22761,0.445232524129863,TRUE
1896,23,8,-9,20992,20158,0.510133657351154,TRUE
1896,23,9,-9,14243,20418,0.410922939326621,TRUE
1896,23,10,-9,17536,19535,0.473038223948639,TRUE
1896,23,11,-9,19605,24368,0.445841766538558,TRUE
1896,23,12,-9,12479,29612,0.29647668147585,TRUE
1896,24,1,-9,17466,27093,0.391974685248771,TRUE
1896,24,2,-9,20878,30075,0.409750161913921,TRUE
1896,24,3,-9,27435,27334,0.500922054446859,TRUE
1896,24,4,-9,25688,16671,0.606435468259402,TRUE
1896,24,5,-9,24383,18478,0.568885466974639,TRUE
1896,24,6,-9,21358,25360,0.457168543173937,TRUE
1896,24,7,-9,21171,22745,0.482079424355588,TRUE
1896,24,8,-9,22519,26211,0.462117791914632,TRUE
1896,24,9,-9,25698,29603,0.46469322435399,TRUE
1896,24,10,-9,18029,24809,0.420864652878286,TRUE
1896,24,11,-9,19850,24333,0.449267817939026,TRUE
1896,24,12,-9,23673,23624,0.50051800325602,TRUE
1896,24,13,-9,28878,23506,0.551275198533903,TRUE
1896,24,14,-9,24574,26850,0.47787025513379,TRUE
1896,24,15,-9,19837,22560,0.467886878788594,TRUE
1896,24,16,-9,18635,21690,0.462120272783633,TRUE
1896,24,17,-9,26109,21169,0.552244172765345,TRUE
1896,24,18,-9,24770,29814,0.453795984171186,TRUE
1896,24,19,-9,20626,31789,0.393513307259372,TRUE
1896,24,20,-9,21384,24531,0.465730153544593,TRUE
1896,24,21,-9,20025,25527,0.439607481559536,TRUE
1896,25,1,-9,14723,28235,0.342730108478048,TRUE
1896,25,2,-9,17480,24011,0.421296184714757,TRUE
1896,25,3,-9,15168,26691,0.36235934924389,TRUE
1896,25,4,-9,21429,25896,0.452805071315372,TRUE
1896,25,5,-9,16492,26613,0.38260062637745,TRUE
1896,25,6,-9,18944,26649,0.415502379751278,TRUE
1896,25,7,-9,11718,24073,0.327400743203599,TRUE
1896,25,8,-9,16845,26471,0.388886323760273,TRUE
1896,25,9,-9,17705,30438,0.367758552645244,TRUE
1896,25,10,-9,14823,28149,0.344945545936889,TRUE
1896,31,1,-9,0,21944,0,FALSE
1896,31,2,-9,19882,23202,0.461470615541732,TRUE
1896,31,3,-9,19231,29654,0.393392656234019,TRUE
1896,31,4,-9,0,26659,0,FALSE
1896,31,5,-9,0,26133,0,FALSE
1896,31,6,-9,0,21970,0,FALSE
1896,31,7,-9,0,25578,0,FALSE
1896,31,8,-9,0,24783,0,FALSE
1896,31,9,-9,0,24904,0,FALSE
1896,31,10,-9,0,33523,0,FALSE
1896,31,11,-9,0,29601,0,FALSE
1896,32,1,-9,19513,22115,0.468746997213414,TRUE
1896,32,2,-9,-9,-9,NA,NA
1896,32,3,-9,-9,-9,NA,NA
1896,32,4,-9,25889,26634,0.49290786893361,TRUE
1896,32,5,-9,-9,-9,NA,NA
1896,32,6,-9,-9,-9,NA,NA
1896,32,7,-9,-9,-9,NA,NA
1896,32,98,-9,-9,-9,NA,NA
1896,33,1,-9,0,27920,0,FALSE
1896,33,2,-9,0,29481,0,FALSE
1896,33,3,-9,0,24483,0,FALSE
1896,33,4,-9,0,24854,0,FALSE
1896,33,5,-9,0,24508,0,FALSE
1896,33,6,-9,0,30317,0,FALSE
1896,33,7,-9,0,26003,0,FALSE
1896,34,1,-9,24044,19320,0.554469144912831,TRUE
1896,34,2,-9,25862,19367,0.571801277941144,TRUE
1896,34,3,-9,23952,18634,0.562438360024421,TRUE
1896,34,4,-9,21512,17683,0.548845516009695,TRUE
1896,34,5,-9,25966,21306,0.549289219834151,TRUE
1896,34,6,-9,22524,16722,0.573918361106864,TRUE
1896,34,7,-9,27846,21772,0.561207626264662,TRUE
1896,34,8,-9,24605,19754,0.554678870127821,TRUE
1896,34,9,-9,19970,17475,0.533315529443183,TRUE
1896,34,10,-9,9060,25513,0.262054204147745,TRUE
1896,34,11,-9,0,28341,0,FALSE
1896,34,12,-9,17568,21483,0.449873242682646,TRUE
1896,34,13,-9,22310,19062,0.539253601469593,TRUE
1896,34,14,-9,25089,20659,0.548417417154848,TRUE
1896,34,15,-9,24155,17010,0.586784890076521,TRUE
1896,35,1,-9,17137,17356,0.496825442843475,TRUE
1896,35,2,-9,13286,14861,0.472021885103208,TRUE
1896,35,3,-9,-9,-9,NA,NA
1896,35,4,-9,-9,-9,NA,NA
1896,35,5,-9,-9,-9,NA,NA
1896,35,6,-9,-9,-9,NA,NA
1896,36,98,-9,0,25233,0,FALSE
1896,37,97,-9,-9,-9,NA,NA
1896,37,98,-9,-9,-9,NA,NA
1896,40,1,-9,15525,10752,0.590820869962324,TRUE
1896,40,2,-9,15789,13390,0.541108331334179,TRUE
1896,40,3,-9,16634,12716,0.566746166950596,TRUE
1896,40,4,-9,12894,10273,0.556567531402426,TRUE
1896,40,5,-9,14333,13782,0.509799039658545,TRUE
1896,40,6,-9,17187,0,1,FALSE
1896,40,7,-9,17447,13250,0.568361729159201,TRUE
1896,40,8,-9,17030,13114,0.564954883227176,TRUE
1896,40,9,-9,17944,20024,0.472608512431521,TRUE
1896,40,10,-9,16047,16095,0.499253313421691,TRUE
1896,41,1,-9,11890,4281,0.735266835693525,TRUE
1896,41,2,-9,11703,0,1,FALSE
1896,41,3,-9,11671,0,1,FALSE
1896,41,4,-9,10312,7345,0.584017670045874,TRUE
1896,41,5,-9,13587,8742,0.608491199785033,TRUE
1896,41,6,-9,10148,0,1,FALSE
1896,41,7,-9,-9,-9,NA,NA
1896,41,8,-9,15640,11630,0.573524019068574,TRUE
1896,41,9,-9,13499,0,1,FALSE
1896,42,1,-9,20419,6178,0.767718163702673,TRUE
1896,42,2,-9,19099,6483,0.746579626299742,TRUE
1896,42,3,-9,19321,8273,0.700188446763789,TRUE
1896,42,4,-9,16133,6714,0.706132096117652,TRUE
1896,42,5,-9,17566,9087,0.659062769669456,TRUE
1896,42,6,-9,17106,5010,0.773467173087358,TRUE
1896,43,1,-9,14822,2797,0.84125092229979,TRUE
1896,43,2,-9,14375,6633,0.684263137852247,TRUE
1896,44,1,-9,8063,4095,0.663184734331305,TRUE
1896,44,2,-9,7104,3780,0.652701212789416,TRUE
1896,44,3,-9,7459,0,1,FALSE
1896,44,4,-9,8519,4304,0.664353115495594,TRUE
1896,44,5,-9,9258,6715,0.579603080197834,TRUE
1896,44,6,-9,8236,0,1,FALSE
1896,44,7,-9,10719,5087,0.678160192332026,TRUE
1896,44,8,-9,9088,2701,0.770888116040377,TRUE
1896,44,9,-9,11037,5421,0.670616113744076,TRUE
1896,44,10,-9,10119,0,1,FALSE
1896,44,11,-9,9141,0,1,FALSE
1896,45,1,-9,10776,0,1,FALSE
1896,45,2,-9,10269,1344,0.884267631103074,TRUE
1896,45,3,-9,9323,0,1,FALSE
1896,45,4,-9,10775,0,1,FALSE
1896,45,5,-9,11494,0,1,FALSE
1896,45,6,-9,11872,0,1,FALSE
1896,46,1,-9,7221,0,1,FALSE
1896,46,2,-9,6941,692,0.909341019258483,FALSE
1896,46,3,-9,3069,369,0.892670157068063,TRUE
1896,46,4,-9,8343,0,1,FALSE
1896,46,5,-9,10475,0,1,FALSE
1896,46,6,-9,6718,1055,0.864273768171877,TRUE
1896,46,7,-9,7327,0,1,FALSE
1896,47,1,-9,-9,-9,NA,NA
1896,47,2,-9,15378,19332,0.443042350907519,TRUE
1896,47,3,-9,-9,-9,NA,NA
1896,47,4,-9,-9,-9,NA,NA
1896,47,5,-9,19082,18639,0.505872060655868,TRUE
1896,47,6,-9,-9,-9,NA,NA
1896,47,7,-9,-9,-9,NA,NA
1896,47,8,-9,18007,19419,0.481136108587613,TRUE
1896,47,9,-9,19189,20495,0.483545005543796,TRUE
1896,48,1,-9,4648,0,1,FALSE
1896,48,2,-9,7999,635,0.926453555709984,FALSE
1896,48,3,-9,9746,0,1,FALSE
1896,48,4,-9,11230,0,1,FALSE
1896,48,5,-9,8511,838,0.910364744892502,FALSE
1896,48,6,-9,9731,0,1,FALSE
1896,48,7,-9,8065,0,1,FALSE
1896,49,1,-9,19161,0,1,FALSE
1896,49,2,-9,25158,6188,0.802590442161679,TRUE
1896,49,3,-9,21208,0,1,FALSE
1896,49,4,-9,20187,3468,0.853392517438174,TRUE
1896,49,5,-9,28416,13242,0.682125882183494,TRUE
1896,49,6,-9,33144,0,1,FALSE
1896,49,7,-9,26151,11632,0.692136675224307,TRUE
1896,49,8,-9,20935,0,1,FALSE
1896,49,9,-9,20381,11495,0.63938386246706,TRUE
1896,49,10,-9,15757,17396,0.475281271679788,TRUE
1896,49,11,-9,19059,18449,0.5081315985923,TRUE
1896,49,12,-9,14744,13558,0.520952582856335,TRUE
1896,49,13,-9,22988,14219,0.6178407288951,TRUE
1896,51,1,-9,14808,12842,0.535551537070524,TRUE
1896,51,2,-9,23535,17276,0.576682757099802,TRUE
1896,51,3,-9,19670,19324,0.504436579986665,TRUE
1896,51,4,-9,21655,20222,0.517109630584808,TRUE
1896,51,5,-9,17150,27780,0.381704874248832,TRUE
1896,51,6,-9,16660,11638,0.588734186161566,TRUE
1896,51,7,-9,18826,0,1,FALSE
1896,51,8,-9,15629,18110,0.463232460950236,TRUE
1896,51,9,-9,21591,22014,0.49514963880289,TRUE
1896,51,10,-9,17453,16196,0.518678118220452,TRUE
1896,51,11,-9,12878,22391,0.365136522158269,TRUE
1896,52,1,-9,0,17969,0,FALSE
1896,52,2,-9,0,28530,0,FALSE
1896,52,3,-9,15977,22671,0.413397847236597,TRUE
1896,52,4,-9,16424,24899,0.397454202260242,TRUE
1896,52,5,-9,15442,18954,0.448947552040935,TRUE
1896,52,6,-9,18837,22400,0.456798506195892,TRUE
1896,54,1,-9,13956,25075,0.35756193794676,TRUE
1896,54,2,-9,9448,28112,0.251544195953142,TRUE
1896,54,3,-9,19498,17716,0.523942602246466,TRUE
1896,54,4,-9,18070,12269,0.59560301921619,TRUE
1896,54,5,-9,16089,9000,0.641277053688868,TRUE
1896,54,6,-9,17646,0,1,FALSE
1896,54,7,-9,15434,10744,0.589579035831614,TRUE
1896,54,8,-9,16568,13219,0.556215798838419,TRUE
1896,54,9,-9,19138,0,1,FALSE
1896,54,10,-9,10924,0,1,FALSE
1896,56,1,-9,21687,25232,0.462222127496323,TRUE
1896,56,2,-9,23249,25500,0.476912346919937,TRUE
1896,56,3,-9,26029,29277,0.470636097349293,TRUE
1896,56,4,-9,23774,24942,0.48801215206503,TRUE
1896,62,1,-9,-9,-9,NA,NA
1896,62,2,-9,-9,-9,NA,NA
1896,63,98,-9,-9,-9,NA,NA
1896,64,98,-9,-9,-9,NA,NA
1896,65,98,-9,-9,-9,NA,NA
1896,67,98,-9,47456,0,1,FALSE
1896,68,98,-9,10310,10044,0.50653434214405,TRUE
1896,71,1,-9,16328,17826,0.47806991860397,TRUE
1896,71,2,-9,24434,18613,0.567612144864915,TRUE
1896,71,3,-9,0,19778,0,FALSE
1896,71,4,-9,19074,10940,0.635503431731858,TRUE
1896,71,5,-9,10494,19351,0.351616686212096,TRUE
1896,71,6,-9,-9,-9,NA,NA
1896,71,7,-9,-9,-9,NA,NA
1896,72,1,-9,7914,19355,0.290219663353992,TRUE
1896,72,2,-9,7099,12617,0.360062893081761,TRUE
1896,73,97,-9,-9,-9,NA,NA
1896,73,98,-9,-9,-9,NA,NA
1898,1,1,-1,13520,18818,0.418083987878038,TRUE
1898,1,2,-1,23556,27004,0.465901898734177,TRUE
1898,1,3,-1,8507,12218,0.410470446320869,TRUE
1898,1,4,-1,17754,23707,0.428209642796845,TRUE
1898,2,1,-1,9072,14598,0.383269961977186,TRUE
1898,2,2,-1,8126,15149,0.349129967776584,TRUE
1898,2,3,-1,6634,12854,0.340414614121511,TRUE
1898,2,4,-1,5534,12380,0.308920397454505,TRUE
1898,3,1,-1,8760,14315,0.379631635969664,TRUE
1898,3,2,-1,8054,13327,0.37668958421028,TRUE
1898,3,3,-1,11167,11008,0.50358511837655,TRUE
1898,3,4,-1,8485,14411,0.370588749126485,TRUE
1898,3,5,-1,13716,14737,0.482058130952799,TRUE
1898,3,6,-1,6035,13494,0.309027599979518,TRUE
1898,3,7,0,12338,16559,0.426964736823892,TRUE
1898,3,8,-1,5846,14935,0.281314662432029,TRUE
1898,3,9,1,10303,5450,0.654034152224973,TRUE
1898,3,10,-1,17149,13909,0.552160473951961,TRUE
1898,3,11,-1,10709,17001,0.386466979429809,TRUE
1898,3,12,-1,6210,13653,0.312641594925238,TRUE
1898,3,13,0,4868,13463,0.265561071409088,TRUE
1898,4,1,-1,18518,21373,0.464214985836404,TRUE
1898,4,2,-1,17266,22395,0.435339502281839,TRUE
1898,5,1,-1,6392,12081,0.346018513506198,TRUE
1898,5,2,-1,6435,9095,0.414359304571797,TRUE
1898,6,1,-1,8026,20350,0.282844657457006,TRUE
1898,6,2,-1,5967,17728,0.251825279594851,TRUE
1898,11,98,1,15053,17566,0.461479505809498,TRUE
1898,12,1,-1,18102,23864,0.431349187437449,TRUE
1898,12,2,-1,17367,24035,0.419472489251727,TRUE
1898,12,3,-1,18683,19412,0.490431815198845,TRUE
1898,12,4,0,17866,15207,0.540198953829408,TRUE
1898,12,5,-1,16342,18367,0.470828891641937,TRUE
1898,12,6,-1,20150,23843,0.45802741345214,TRUE
1898,12,7,0,30270,20162,0.600214149746193,TRUE
1898,12,8,-1,15878,20230,0.439736346516008,TRUE
1898,13,1,-1,22893,22483,0.504517806770099,TRUE
1898,13,2,1,18431,14323,0.562709898027722,TRUE
1898,13,3,0,20995,19872,0.513739692172168,TRUE
1898,13,4,-1,24581,20893,0.540550644324229,TRUE
1898,13,5,3,19579,16669,0.540140145663209,TRUE
1898,13,6,0,16215,11899,0.576758910151526,TRUE
1898,13,7,0,14122,6639,0.680217715909638,TRUE
1898,13,8,-1,10716,7347,0.593256934064109,TRUE
1898,13,9,1,11694,6447,0.64461716553663,TRUE
1898,13,10,1,18859,10620,0.639743546253265,TRUE
1898,13,11,1,14364,6178,0.699250316424886,TRUE
1898,13,12,1,15108,7710,0.662108861425191,TRUE
1898,13,13,0,17985,11393,0.612192797331336,TRUE
1898,13,14,-1,31604,25209,0.556281132839315,TRUE
1898,13,15,-1,31292,20848,0.600153433064825,TRUE
1898,13,16,0,32578,26130,0.554915854738707,TRUE
1898,13,17,0,15564,19195,0.447768923156593,TRUE
1898,13,18,-1,18348,23276,0.440803382663848,TRUE
1898,13,19,-1,19565,19593,0.499642474079371,TRUE
1898,13,20,-1,20026,19475,0.506974506974507,TRUE
1898,13,21,0,23347,25561,0.477365666148687,TRUE
1898,13,22,-1,15448,27083,0.363217417883426,TRUE
1898,13,23,0,0,25662,0,FALSE
1898,13,24,-1,15724,23991,0.395920936673801,TRUE
1898,13,25,-1,19160,22368,0.461375457522635,TRUE
1898,13,26,-1,19199,30007,0.390175994797382,TRUE
1898,13,27,0,14207,26025,0.353126864187711,TRUE
1898,13,28,-1,18831,29536,0.389335704095768,TRUE
1898,13,29,-1,18311,22348,0.450355394869525,TRUE
1898,13,30,-1,18911,25799,0.422970252739879,TRUE
1898,13,31,0,17227,20717,0.454011174362218,TRUE
1898,13,32,-1,15546,14858,0.511314300749901,TRUE
1898,13,33,-1,17233,22924,0.429140623054511,TRUE
1898,13,34,-1,13666,25856,0.345782096047771,TRUE
1898,14,1,-1,8213,25665,0.242428714800165,TRUE
1898,14,2,-1,3850,19547,0.164551010813352,TRUE
1898,14,3,1,18321,0,1,FALSE
1898,14,4,-1,12250,41627,0.227369749614863,TRUE
1898,14,5,-1,9942,30329,0.246877405577214,TRUE
1898,14,6,-9,-9,-9,NA,NA
1898,14,7,-1,17872,21567,0.453155505971247,TRUE
1898,14,8,-1,16400,13516,0.548201631234122,TRUE
1898,14,9,1,24137,16613,0.592319018404908,TRUE
1898,14,10,-1,7083,17482,0.288337064929778,TRUE
1898,14,11,-1,9861,11404,0.463719727251352,TRUE
1898,14,12,-1,17220,15772,0.521944713870029,TRUE
1898,14,13,-1,15042,12542,0.545316125290023,TRUE
1898,14,14,-1,9926,19352,0.339025889746567,TRUE
1898,14,15,0,9331,14541,0.390876340482574,TRUE
1898,14,16,-1,12858,15839,0.448060772903091,TRUE
1898,14,17,0,14792,12487,0.542248616151618,TRUE
1898,14,18,-1,12921,17722,0.421662369872402,TRUE
1898,14,19,0,20126,19016,0.514179142608962,TRUE
1898,14,20,0,17858,19358,0.479847377472055,TRUE
1898,14,21,0,16191,23277,0.410231073274552,TRUE
1898,14,22,-1,11049,25693,0.300718523760274,TRUE
1898,14,23,0,5608,14008,0.285889070146819,TRUE
1898,14,24,-1,21290,25524,0.454778485068569,TRUE
1898,14,25,-1,15271,18220,0.455973246543848,TRUE
1898,14,26,0,13516,13482,0.500629676272316,TRUE
1898,14,27,-1,14138,11757,0.545974126279204,TRUE
1898,14,28,-1,17550,14209,0.552599263200982,TRUE
1898,14,97,-1,-9,-9,NA,NA
1898,14,98,-1,-9,-9,NA,NA
1898,21,1,-1,20424,37506,0.352563438632833,TRUE
1898,21,2,-1,23354,27151,0.462409662409662,TRUE
1898,21,3,-1,18463,15659,0.541087861203915,TRUE
1898,21,4,-1,18876,16656,0.531239446133063,TRUE
1898,21,5,-1,19186,16018,0.544994886944665,TRUE
1898,21,6,-1,17167,18283,0.48425952045134,TRUE
1898,21,7,-1,18572,30903,0.375381505811016,TRUE
1898,21,8,-1,8000,19592,0.289939112786315,TRUE
1898,21,9,-1,11020,22165,0.332077745969565,TRUE
1898,21,10,-1,12042,24469,0.329818410889869,TRUE
1898,21,11,-1,16564,20060,0.452271734381826,TRUE
1898,21,12,-1,14178,21484,0.397566036677696,TRUE
1898,21,13,-1,14977,20635,0.420560485229698,TRUE
1898,21,14,-1,19431,21417,0.475690364277321,TRUE
1898,21,15,-1,20901,21143,0.497122062601085,TRUE
1898,21,16,0,21682,17021,0.56021497041573,TRUE
1898,21,17,0,23293,21053,0.525255941911334,TRUE
1898,21,18,1,18829,18109,0.509746060967026,TRUE
1898,21,19,0,21520,20006,0.518229542936955,TRUE
1898,21,20,0,18321,16307,0.52908051287975,TRUE
1898,21,21,0,19956,20461,0.493752628844298,TRUE
1898,21,22,-1,14131,17200,0.451022948517443,TRUE
1898,22,1,-1,19337,20383,0.486832829808661,TRUE
1898,22,2,1,20245,18656,0.520423639495129,TRUE
1898,22,3,1,21111,16791,0.556989077093557,TRUE
1898,22,4,0,21751,19733,0.524322630411725,TRUE
1898,22,5,-1,22305,22557,0.497191386919888,TRUE
1898,22,6,0,18844,21048,0.472375413616765,TRUE
1898,22,7,-1,23269,25868,0.473553533996785,TRUE
1898,22,8,0,24021,25388,0.486166487886822,TRUE
1898,22,9,-1,21357,22447,0.487558213861748,TRUE
1898,22,10,-1,20206,24656,0.450403459498016,TRUE
1898,22,11,-1,20281,24367,0.454242071313385,TRUE
1898,22,12,1,19484,18044,0.519185674696227,TRUE
1898,22,13,0,20886,23368,0.471957337189859,TRUE
1898,23,1,1,0,16659,0,FALSE
1898,23,2,0,0,21912,0,FALSE
1898,23,3,0,0,21182,0,FALSE
1898,23,4,1,0,21740,0,FALSE
1898,23,5,1,0,22021,0,FALSE
1898,23,6,1,0,22981,0,FALSE
1898,23,7,0,0,18623,0,FALSE
1898,23,8,0,0,16798,0,FALSE
1898,23,9,1,0,15687,0,FALSE
1898,23,10,1,0,16482,0,FALSE
1898,23,11,1,0,18545,0,FALSE
1898,23,12,0,0,19895,0,FALSE
1898,24,1,-1,13980,20132,0.409826454033771,TRUE
1898,24,2,-1,15998,22506,0.415489299813006,TRUE
1898,24,3,1,21449,21327,0.501426033289695,TRUE
